,q1,q2,is_duplicate
6030,What is a word that describes a thing that has two separate parts?,"What word that begins with a letter from the Greek alphabet means, ""from the beginning""?",0
423,Who was the first person to win the Nobel Prize for Literature?,Who is the most famous English author?,1
585,What did you have to have to get the job?,What type of question is asked?,0
4707,What is the longest river in the world?,What is the name of the longest river in the world?,1
5832,How old is the youngest person to have been in the United Kingdom?,What is another term for an apothecary?,0
3863,"What is the name of the long, random question?",What's New Pussycat?,1
7567,What was the first letter of the Greek alphabet?,What Greek letter comes between beta and gamma?,1
4080,"What is the name of the female character portrayed by Helen Mirren in the 2001 film, The Queen?",What is the name of the game in which two players attempt to get as close as possible to each other by jumping over obstacles without getting kicked by each other?,0
1888,How are bacteria classified?,Where is the Gregorian calendar celebrated?,0
4229,"What is the name of the eponymous village, a settlement in the area of modern-day Iran?",What is a rhyming word for the process of becoming a better lover?,0
290,What is the name for the study of genetics that studies a person's genome and how it interacts with the environment?,Who was the only king to make it into the top 5?,0
7882,What is the name of the smallest unit of area used in the Imperial system?,How big is a square foot in the imperial system?,1
1542,What is the name of the astronomer?,What is the name of the astronomer who observed the solar system for the first time in 1610?,1
747,What are the two digits at the beginning of a telephone number?,"Which of the following is not a country: China, Japan, the Philippines, or France?",0
3751,What is the name of the ring worn by women during marriage ceremonies?,What is the name for a trough used to drain water or liquid out of soil?,0
2630,What is the name of the new 'Fifth Dimension' in The Lord of the Rings?,What do we call a male whose genitals are pierced?,0
6070,Why is there a hole in the sky?,Why is there a hole in the sky?,1
3473,How do you know someone is an oligarch?,How many states does Nigeria have?,0
3929,How long ago was the United Kingdom united?,How many countries are there in the Americas?,0
2882,What type of animal is a lion?,What type of animal is a lion?,1
696,Where are the flags of Estonia and Lithuania?,Where did the Romans attack the city of Pompeii?,0
2822,What is the name of the group that was a political party until the 1960s?,What does BYU have in common with BYU-Idaho?,0
1850,Which game is played with a white marble?,The game was first popularized in the 19th century by which American inventor?,1
2526,What is the name for the time when the sun is at the farthest point away from the earth's equator?,What is the point of the year at which the seasons are reversed?,1
3631,What was the title of the last Queen single released?,When was neo-Thomism first used?,1
4268,What was the name of the king's horse?,What was the name of the horse in which John led the English forces to victory at Hastings?,1
5151,What word describes something that has no meaning in English?,Who was the Greek king that unified the Greek states?,0
3090,Who was the leader of the people who came to fight with the Chinese in the war against the Japanese?,Where was the Chinese Revolution sparked?,1
3474,"Which group of plants includes sunflowers, roses, dandelions and chrysanthemums?",Which plants are included in the group?,1
3592,What did I think of the first time I saw a rooster?,What is the name for a male rooster?,1
4519,What was John's profession?,What is the name of the 'institution'?,0
6781,Who is the head of state of the Republic of France?,What do people do when they don't have time to clean?,0
